epoch,bpm
1783979853.0,75.0
1783979894.0,86.0
1783979895.0,86.0
1783979896.0,86.0
1783979897.0,86.0
1783979898.0,87.0
1783979899.0,88.0
1783979900.0,88.0
1783979901.0,88.0
1783979908.0,83.0
1783979913.0,45.0
1783985245.0,94.0
1783985250.0,92.0
1783985252.0,92.0
1783985260.0,97.0
1783985263.0,97.0
1783985266.0,99.0
1783985275.0,96.0
1783985276.0,98.0
1783985285.0,105.0
1783985298.0,101.0
1783985314.0,93.0
1783985319.0,93.0
1783985324.0,94.0
1783985329.0,97.0
1783985332.0,96.0
1783985338.0,97.0
1783985340.0,97.0
1783985347.0,92.0
1783985353.0,95.0
1783985356.0,96.0
1783985398.0,91.0
1783985403.0,94.0
1783985408.0,92.0
1783985413.0,88.0
1783985415.0,88.0
1783985422.0,91.0
1783985424.0,91.0
1783985430.0,91.0
1783985448.0,86.0
1783985453.0,90.0
1783985457.0,91.0
1783985462.0,88.0
1783985466.0,88.0
1783985469.0,90.0
1783985476.0,95.0
1783985483.0,92.0
1783985484.0,92.0
1783985493.0,90.0
1783985520.0,92.0
1783985525.0,94.0
1783985527.0,94.0
1783985535.0,90.0
1783985538.0,91.0
1783985545.0,94.0
1783985550.0,93.0
1783985555.0,94.0
1783985580.0,96.0
1783985585.0,97.0
1783985589.0,97.0
1783985591.0,97.0
1783985596.0,95.0
1783985604.0,91.0
1783985609.0,91.0
1783985612.0,92.0
1783985620.0,95.0
1783985621.0,94.0
1783985696.0,102.0
1783985701.0,107.0
1783985702.0,108.0
1783985709.0,104.0
1783985716.0,98.0
1783985721.0,102.0
1783985723.0,101.0
1783985727.0,99.0
1783985742.0,85.0
1783985747.0,87.0
1783985752.0,89.0
1783985757.0,86.0
1783985760.0,86.0
1783985765.0,87.0
1783985772.0,85.0
1783985773.0,85.0
1783985782.0,87.0
1783985784.0,87.0
1783985804.0,85.0
1783985809.0,85.0
1783985814.0,86.0
1783985819.0,87.0
1783985820.0,87.0
1783985828.0,90.0
1783985830.0,88.0
1783985838.0,82.0
1783985844.0,83.0
1783985846.0,83.0
1783985890.0,82.0
1783985895.0,83.0
1783985899.0,85.0
1783985905.0,87.0
1783985906.0,87.0
1783985913.0,85.0
1783985917.0,87.0
1783985921.0,88.0
1783985930.0,83.0
1783985932.0,84.0
1783985995.0,85.0
1783986000.0,86.0
1783986005.0,85.0
1783986009.0,86.0
1783986011.0,85.0
1783986020.0,79.0
1783986023.0,80.0
1783986030.0,83.0
1783986033.0,83.0
1783986037.0,82.0
1783986057.0,83.0
1783986062.0,83.0
1783986067.0,85.0
1783986070.0,85.0
1783986077.0,85.0
1783986080.0,85.0
1783986083.0,84.0
1783986092.0,82.0
1783986093.0,82.0
1783986101.0,82.0
1783986130.0,84.0
1783986135.0,85.0
1783986140.0,85.0
1783986142.0,85.0
1783986149.0,82.0
1783986152.0,83.0
1783986157.0,84.0
1783986161.0,84.0
1783986170.0,99.0
1783986172.0,100.0
1783986216.0,86.0
1783986221.0,91.0
1783986226.0,94.0
1783986229.0,93.0
1783986233.0,93.0
1783986240.0,88.0
1783986242.0,88.0
1783986248.0,90.0
1783986254.0,87.0
1783986257.0,87.0
1783986282.0,92.0
1783986287.0,92.0
1783986292.0,90.0
1783986297.0,87.0
1783986302.0,85.0
1783986305.0,85.0
1783986308.0,85.0
1783986314.0,86.0
1783986410.0,99.0
1783986415.0,99.0
1783986419.0,100.0
1783986421.0,100.0
1783986430.0,85.0
1783986435.0,86.0
1783986438.0,87.0
1783986544.0,85.0
1783986549.0,86.0
1783986554.0,87.0
1783986555.0,86.0
1783986562.0,82.0
1783986565.0,81.0
1783986574.0,76.0
1783986576.0,75.0
1783986580.0,76.0
1783986589.0,78.0
1783987228.0,84.0
1783987233.0,86.0
1783987238.0,86.0
1783987239.0,85.0
1783987248.0,85.0
1783987252.0,86.0
1783987257.0,86.0
1783987259.0,87.0
1783987266.0,90.0
1783987273.0,86.0
1783987285.0,84.0
1783987290.0,85.0
1783987295.0,88.0
1783987296.0,87.0
1783987303.0,83.0
1783987309.0,88.0
1783987311.0,85.0
1783987320.0,80.0
1783987323.0,81.0
1783987330.0,84.0
1783987342.0,80.0
1783987347.0,80.0
1783987352.0,84.0
1783987355.0,84.0
1783987360.0,85.0
1783987363.0,85.0
1783987370.0,81.0
1783987376.0,85.0
1783987380.0,83.0
1783987383.0,82.0
1783987420.0,84.0
1783987425.0,84.0
1783987430.0,84.0
1783987434.0,84.0
1783987439.0,86.0
1783987445.0,85.0
1783987446.0,85.0
1783987455.0,88.0
1783987458.0,86.0
1783987465.0,87.0
1783987483.0,89.0
1783987488.0,86.0
1783987493.0,84.0
1783987498.0,86.0
1783987500.0,85.0
1783987504.0,85.0
1783987512.0,84.0
1783987516.0,92.0
1783987523.0,101.0
1783987524.0,100.0
1783987539.0,81.0
1783987544.0,81.0
1783987549.0,80.0
1783987554.0,79.0
1783987558.0,79.0
1783987560.0,80.0
1783987569.0,83.0
1783987571.0,83.0
1783987575.0,82.0
1783987582.0,80.0
1783987615.0,82.0
1783987620.0,83.0
1783987625.0,86.0
1783987628.0,85.0
1783987635.0,81.0
1783987639.0,82.0
1783987645.0,81.0
1783987647.0,81.0
1783987655.0,81.0
1783987656.0,81.0
1783987672.0,87.0
1783987677.0,88.0
1783987682.0,87.0
1783987683.0,87.0
1783987692.0,80.0
1783987697.0,81.0
1783987702.0,81.0
1783987703.0,81.0
1783987712.0,82.0
1783987713.0,82.0
1783987728.0,85.0
1783987733.0,86.0
1783987735.0,86.0
1783987742.0,91.0
1783987744.0,88.0
1783987753.0,82.0
1783987756.0,82.0
1783987759.0,84.0
1783987767.0,85.0
1783987769.0,84.0
1783987790.0,87.0
1783987795.0,85.0
1783987800.0,84.0
1783987801.0,84.0
1783987806.0,86.0
1783987812.0,82.0
1783987820.0,99.0
1783987823.0,102.0
1783987829.0,92.0
1783987834.0,84.0
1783987954.0,86.0
1783987959.0,86.0
1783987963.0,87.0
1783987969.0,82.0
1783987973.0,83.0
1783987977.0,84.0
1783987984.0,80.0
1783987985.0,80.0
1783988007.0,85.0
1783988012.0,84.0
1783988017.0,84.0
1783988019.0,84.0
1783988026.0,81.0
1783988032.0,79.0
1783988034.0,79.0
1783988041.0,81.0
1783988047.0,80.0
1783988052.0,83.0
1784004046.0,87.0
1784004202.0,96.0
1784004306.0,85.0
1784004311.0,85.0
1784004315.0,84.0
1784004321.0,86.0
1784004323.0,86.0
1784004327.0,88.0
1784004336.0,94.0
1784004338.0,92.0
1784004345.0,86.0
1784004351.0,91.0
1784004352.0,91.0
1784004360.0,83.0
1784004362.0,83.0
1784004370.0,85.0
1784004375.0,87.0
1784004378.0,87.0
1784004386.0,91.0
1784004387.0,91.0
1784004396.0,87.0
1784004398.0,87.0
1784004406.0,85.0
1784004411.0,87.0
1784004414.0,86.0
1784004420.0,85.0
1784004424.0,86.0
1784004431.0,83.0
1784004432.0,84.0
1784004438.0,87.0
1784004446.0,93.0
1784004447.0,94.0
1784004452.0,95.0
1784004461.0,89.0
1784004466.0,94.0
1784004467.0,95.0
1784004475.0,92.0
1784004481.0,96.0
1784004482.0,96.0
1784004487.0,91.0
1784004493.0,87.0
1784004501.0,87.0
1784004506.0,86.0
1784004509.0,87.0
1784004512.0,87.0
1784004518.0,87.0
1784004523.0,89.0
1784004530.0,92.0
1784004532.0,91.0
1784004539.0,85.0
1784004542.0,85.0
1784004550.0,91.0
1784004554.0,88.0
1784004558.0,88.0
1784004566.0,90.0
1784004571.0,90.0
1784004574.0,91.0
1784004578.0,89.0
1784004586.0,94.0
1784004588.0,92.0
1784004592.0,88.0
1784004598.0,86.0
1784004603.0,90.0
1784004608.0,94.0
1784004615.0,99.0
1784004617.0,99.0
1784004626.0,87.0
1784004631.0,85.0
1784004632.0,86.0
1784004639.0,84.0
1784004646.0,80.0
1784004648.0,80.0
1784004655.0,83.0
1784004657.0,82.0
1784004665.0,84.0
1784004670.0,81.0
1784004676.0,80.0
1784004678.0,80.0
1784004685.0,77.0
1784004690.0,76.0
1784004692.0,76.0
1784004701.0,79.0
1784004702.0,80.0
1784004711.0,83.0
1784004715.0,83.0
1784004717.0,83.0
1784004722.0,87.0
1784004731.0,79.0
1784004734.0,80.0
1784004737.0,80.0
1784004744.0,79.0
1784004751.0,79.0
1784004752.0,79.0
1784004759.0,80.0
1784004765.0,81.0
1784004769.0,82.0
1784004775.0,81.0
1784004778.0,80.0
1784004780.0,81.0
1784004784.0,80.0
1784004793.0,82.0
1784004796.0,81.0
1784004803.0,80.0
1784004807.0,81.0
1784004813.0,81.0
1784004818.0,81.0
1784004821.0,81.0
1784004827.0,82.0
1784004831.0,82.0
1784004838.0,81.0
1784004839.0,81.0
1784004844.0,82.0
1784004849.0,87.0
1784004858.0,105.0
1784004861.0,107.0
1784004868.0,100.0
1784004873.0,98.0
1784004875.0,98.0
1784004880.0,100.0
1784004888.0,103.0
1784004891.0,104.0
1784004898.0,105.0
1784004903.0,105.0
1784004906.0,106.0
1784004910.0,106.0
1784004917.0,104.0
1784004920.0,103.0
1784004924.0,102.0
1784004929.0,96.0
